Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
Q94420	Q95QY7	MEL-26	Q95QY7	ZK858.4	C02F5.12	WBGENE00003209	WBGENE00015352	23918937:0018:LC|23918937:0399:LC
Q94420	Q9NF71	MEL-26	Q9NF71	ZK858.4	CELE_Y105C5A.1|Y105C5A.1	WBGENE00003209	WBGENE00013632	23918937:0018:LC|23918937:0399:LC
Q94420	Q9XW53	MEL-26	RGA-2	ZK858.4	CELE_Y53C10A.4|Y53C10A.4	WBGENE00003209	WBGENE00013135	23918937:0018:LC|23918937:0399:LC
Q94420	W6RTE4	MEL-26	NTL-4	ZK858.4	C49H3.5|CELE_C49H3.5	WBGENE00003209	WBGENE00003827	23918937:0018:LC|23918937:0399:LC
Q95017	Q95017	UBC-9	UBC-9	F29B9.6	F29B9.6	WBGENE00006706	WBGENE00006706	11731503:0018:LC|14711411:0018:LC
Q95017	Q95Q25	UBC-9	RAD-51	F29B9.6	CELE_Y43C5A.6|Y43C5A.6	WBGENE00006706	WBGENE00004297	11731503:0018:LC|14711411:0018:LC
Q95NM6	Q95NM6	CPS-6	CPS-6	C41D11.8	C41D11.8	WBGENE00000787	WBGENE00000787	27346342:0114:LC|27346342:0004:LC|22223640:0096:LC|22223640:0114:LC|27738134:0114:LC
Q95PZ0	Q9N359	CSN-6	CSN-4	Y67H2A.6	Y55F3AM.15	WBGENE00000818	WBGENE00000816	12781129:0018:LC
Q95Q25	Q95Q25	RAD-51	RAD-51	CELE_Y43C5A.6|Y43C5A.6	CELE_Y43C5A.6|Y43C5A.6	WBGENE00004297	WBGENE00004297	11731503:0018:LC|14711411:0018:LC|17483448:0018:LC|15798199:0018:LC|17483448:0040:LC
Q95Q25	Q95Q57	RAD-51	Q95Q57	CELE_Y43C5A.6|Y43C5A.6	CELE_F29B9.5|F29B9.5	WBGENE00004297	WBGENE00017921	11731503:0018:LC|14711411:0019:LC|14711411:0018:LC
Q95R14	Q9U3L0	ZHP-1	ZHP-2	F55A12.10	D1081.9	WBGENE00018867	WBGENE00008387	29521627:0018:LC
Q95XC8	Q95XC8	HTP-2	HTP-2	CELE_Y73B6BL.2|Y73B6BL.2	CELE_Y73B6BL.2|Y73B6BL.2	WBGENE00002033	WBGENE00002033	25446517:0114:LC
Q95YF3	Q95YF3	CGH-1	CGH-1	C07H6.5	C07H6.5	WBGENE00000479	WBGENE00000479	33676181:0114:LC
Q95ZK7	Q95ZK7	GLD-3	GLD-3	T07F8.3	T07F8.3	WBGENE00001597	WBGENE00001597	20823118:0114:LC
Q95ZK7	Q9N5M6	GLD-3	FBF-1	T07F8.3	H12I13.4	WBGENE00001597	WBGENE00001401	19221201:0004:LC|12431376:0018:LC|19221201:0018:LC
Q965H3	Q965H3	SOP-2	SOP-2	C50E10.4	C50E10.4	WBGENE00004945	WBGENE00004945	12791274:0018:LC|15107848:0018:LC
Q967F4	Q9U308	HMR-1	JAC-1	W02B9.1	Y105C5B.21	WBGENE00001980	WBGENE00002175	12847081:0018:LC|25938815:0018:LC
Q9BI89	Q9XVL8	SAND-1	CCZ-1	CELE_F41H10.11|F41H10.11	CELE_F58G11.6|F58G11.6	WBGENE00018321	WBGENE00010283	17203072:0018:LC|20434987:0018:LC
Q9BIF4	Q9U3A6	EHS-1	DAB-1	CELE_ZK1248.3|ZK1248.3	CELE_M110.5|M110.5	WBGENE00001224	WBGENE00000894	23424658:0018:LC
Q9GSX9	Q9N2V6	RIC-8	GPA-16	Y69A2AR.2	Y95B8A.5	WBGENE00004367	WBGENE00001678	15479639:0018:LC|16162648:0107:LC|16162648:0415:LC|16162648:0006:LC|16162648:0004:LC
Q9GT24	Q9GT24	ZYG-1	ZYG-1	F59E12.2	F59E12.2	WBGENE00006988	WBGENE00006988	24980795:0114:LC|24980795:0071:LC
Q9GUI1	Q9GUI1	Q9GUI1	Q9GUI1	Y55D5A.3	Y55D5A.3	WBGENE00021917	WBGENE00021917	30301806:0114:LC
Q9GYI0	Q9GYI0	JMJD-1.2	JMJD-1.2	F29B9.2	F29B9.2	WBGENE00017920	WBGENE00017920	21251613:0114:LC|20567261:0114:LC
Q9N2L7	Q9XUB2	PLK-2	MEX-5	Y71F9B.7	W02A2.7	WBGENE00004043	WBGENE00003230	22018922:0018:LC|18199581:0018:LC
Q9N384	Q9N384	LEC-6	LEC-6	CELE_Y55B1AR.1|Y55B1AR.1	CELE_Y55B1AR.1|Y55B1AR.1	WBGENE00002269	WBGENE00002269	23481096:0114:LC
Q9N4U5	Q9N4U5	SMU-2	SMU-2	Y49F6B.4	Y49F6B.4	WBGENE00004896	WBGENE00004896	PDB_5EN6:0114:LC|PDB_5EN7:0114:LC
Q9N582	Q9U9Y8	Q9N582	LIT-1	CELE_Y119C1A.1|Y119C1A.1	W06F12.1	WBGENE00022466	WBGENE00003048	26780296:0018:LC
Q9N5G4	Q9N5G4	Q9N5G4	Q9N5G4	CELE_R05D8.7|R05D8.7	CELE_R05D8.7|R05D8.7	WBGENE00019885	WBGENE00019885	PDB_1XKQ:0114:LC
Q9NA75	Q9NA75	TRIC-1B.1	TRIC-1B.1	Y57A10A.10	Y57A10A.10	WBGENE00013255	WBGENE00013255	27698420:0114:LC
Q9NAE4	Q9NAE4	ZIP-7	ZIP-7	CELE_Y51H4A.4|Y51H4A.4	CELE_Y51H4A.4|Y51H4A.4	WBGENE00013100	WBGENE00013100	23661758:0055:LC
Q9NHC3	Q9NHC3	CED-2	CED-2	Y41D4B.13	Y41D4B.13	WBGENE00000416	WBGENE00000416	21616056:0114:LC
Q9TW45	Q9XUB2	PAR-1	MEX-5	H39E23.1	W02A2.7	WBGENE00003916	WBGENE00003230	30814118:0415:LC|21925318:0415:LC
Q9TW65	Q9Y048	DYS-1	DYB-1	F15D3.1	F47G6.1	WBGENE00001131	WBGENE00001115	11895430:0004:LC|11895430:0018:LC|26358775:0018:LC|11895430:0096:LC
Q9TZ84	Q9TZ84	Q9TZ84	Q9TZ84	CELE_F54D10.7|F54D10.7	CELE_F54D10.7|F54D10.7	WBGENE00018808	WBGENE00018808	12445390:0018:LC|12445390:0398:LC
Q9TZK8	Q9TZK8	MEG-4	MEG-4	C36C9.1|CELE_C36C9.1	C36C9.1|CELE_C36C9.1	WBGENE00016485	WBGENE00016485	12445390:0018:LC|12445390:0398:LC
Q9TZQ3	Q9TZQ3	PGL-1	PGL-1	ZK381.4	ZK381.4	WBGENE00003992	WBGENE00003992	15238518:0018:LC
Q9U1S2	Q9U9Y8	BRP-1	LIT-1	CELE_Y79H2A.1|Y79H2A.1	W06F12.1	WBGENE00000273	WBGENE00003048	26780296:0090:LC|26780296:0096:LC|26780296:0004:LC|26780296:0018:LC
Q9U299	Q9U299	XRN-2	XRN-2	Y48B6A.3	Y48B6A.3	WBGENE00006964	WBGENE00006964	26779609:0114:LC
Q9U2C3	Q9XXH8	RAB-35	CNT-1	CELE_Y47D3A.25|Y47D3A.25	Y17G7B.15	WBGENE00004284	WBGENE00000565	22869721:0004:LC|22869721:0018:LC|30220571:0018:LC
Q9U2D9	Q9U2D9	GSY-1	GSY-1	Y46G5A.31	Y46G5A.31	WBGENE00001793	WBGENE00001793	24982189:0114:LC
Q9U2M7	Q9U2M7	NDX-4	NDX-4	Y37H9A.6	Y37H9A.6	WBGENE00003581	WBGENE00003581	11937063:0114:LC
Q9U3N4	Q9U3N4	INX-6	INX-6	C36H8.2	C36H8.2	WBGENE00002128	WBGENE00002128	27905396:0096:LC|32095518:0114:LC|27905396:0114:LC
Q9U3P2	Q9U3P2	SYG-2	SYG-2	C26G2.1	C26G2.1	WBGENE00007750	WBGENE00007750	24485456:0114:LC
Q9U757	Q9XVS8	NXT-1	NXF-2	Y71F9AM.5	C15H11.6	WBGENE00003836	WBGENE00003835	22123199:0114:LC
Q9U9Y8	Q9U9Y8	LIT-1	LIT-1	W06F12.1	W06F12.1	WBGENE00003048	WBGENE00003048	10488343:0415:LC|10380924:0415:LC
Q9U9Y8	Q9XWR1	LIT-1	FLH-1	W06F12.1	CELE_Y11D7A.12|Y11D7A.12	WBGENE00003048	WBGENE00012435	26780296:0018:LC|26780296:0090:LC
Q9XTW2	Q9XTW2	FAMK-1	FAMK-1	H03A11.1	H03A11.1	WBGENE00010356	WBGENE00010356	23754375:0114:LC
Q9XVI2	Q9XVI2	SYS-1	SYS-1	CELE_T23D8.9|T23D8.9	CELE_T23D8.9|T23D8.9	WBGENE00006379	WBGENE00006379	18477457:0114:LC
Q9XVJ3	Q9XVJ3	QDPR-1	QDPR-1	CELE_T03F6.1|T03F6.1	CELE_T03F6.1|T03F6.1	WBGENE00011398	WBGENE00011398	14635135:0114:LC
Q9XVR6	Q9XVR6	OTUB-1	OTUB-1	C25D7.8	C25D7.8	WBGENE00007718	WBGENE00007718	22367539:0114:LC
Q9XW13	Q9XW13	MXT-1	MXT-1	Y18D10A.8	Y18D10A.8	WBGENE00012478	WBGENE00012478	26294658:0114:LC
Q9XW42	Q9XW42	PRMT-7	PRMT-7	W06D4.4	W06D4.4	WBGENE00012298	WBGENE00012298	24726727:0114:LC
Q9XWG3	Q9XWG3	Q9XWG3	Q9XWG3	Y63D3A.4	Y63D3A.4	WBGENE00013405	WBGENE00013405	23104058:0114:LC|23104058:0071:LC
Q9XWN7	Q9XWN7	Q9XWN7	Q9XWN7	CELE_Y43F8C.13|Y43F8C.13	CELE_Y43F8C.13|Y43F8C.13	WBGENE00012834	WBGENE00012834	28218438:0114:LC
Q9XWQ6	Q9XWR1	FLH-3	FLH-1	CELE_Y11D7A.13|Y11D7A.13	CELE_Y11D7A.12|Y11D7A.12	WBGENE00012436	WBGENE00012435	12445390:0018:LC
Q9XWZ2	Q9XWZ2	ACDH-11	ACDH-11	Y45F3A.3	Y45F3A.3	WBGENE00012860	WBGENE00012860	25981666:0114:LC
Q9Y052	Q9Y052	Q9Y052	Q9Y052					28826032:0114:LC|24321279:0114:LC|PDB_4PSG:0114:LC|PDB_4IQQ:0114:LC
S6FWN4	S6FWN4	KCC-1	KCC-1	CELE_R13A1.2|R13A1.2	CELE_R13A1.2|R13A1.2	WBGENE00006504	WBGENE00006504	32679039:0114:LC
